train_number,date, total_available
13332,11/5/2023,224
13345,11/5/2023,283
13346,11/5/2023,149
13347,11/5/2023,342
13348,11/5/2023,141
13351,11/5/2023,268
13352,11/5/2023,210
13401,11/5/2023,178
13402,11/5/2023,112
13403,11/5/2023,103
13404,11/5/2023,244
13409,11/5/2023,200
13410,11/5/2023,235
13413,11/5/2023,123
13414,11/5/2023,402
13415,11/5/2023,402
13416,11/5/2023,252
13419,11/5/2023,53
13420,11/5/2023,253
13421,11/5/2023,75
13422,11/5/2023,195
13465,11/5/2023,41
13466,11/5/2023,222
13483,11/5/2023,247
13484,11/5/2023,49
13501,11/5/2023,358
13502,11/5/2023,397
13503,11/5/2023,262
13504,11/5/2023,15
13506,11/5/2023,283
13507,11/5/2023,254
13508,11/5/2023,296
13509,11/5/2023,116
13510,11/5/2023,202
14001,11/5/2023,227
14002,11/5/2023,300
14003,11/5/2023,42
14004,11/5/2023,319
14005,11/5/2023,213
14006,11/5/2023,75
14007,11/5/2023,1
14008,11/5/2023,119
14009,11/5/2023,429
14010,11/5/2023,296
14011,11/5/2023,131
14012,11/5/2023,190
14013,11/5/2023,91
14014,11/5/2023,198
14015,11/5/2023,19
14016,11/5/2023,186
14017,11/5/2023,317
14018,11/5/2023,228
14019,11/5/2023,53
14020,11/5/2023,100
14033,11/5/2023,165
14034,11/5/2023,62
14035,11/5/2023,70
14036,11/5/2023,145
14037,11/5/2023,140
14038,11/5/2023,245
14041,11/5/2023,341
14042,11/5/2023,280
14043,11/5/2023,315
14044,11/5/2023,80
14055,11/5/2023,312
14056,11/5/2023,149
14083,11/5/2023,477
14084,11/5/2023,81
14085,11/5/2023,203
14086,11/5/2023,24
14095,11/5/2023,170
14096,11/5/2023,56
14109,11/5/2023,18
14110,11/5/2023,206
14114,11/5/2023,100
14115,11/5/2023,218
14116,11/5/2023,302
14119,11/5/2023,324
14120,11/5/2023,288
14123,11/5/2023,104
14124,11/5/2023,137
14125,11/5/2023,106
14126,11/5/2023,226
14163,11/5/2023,367
14164,11/5/2023,167
14201,11/5/2023,32
14202,11/5/2023,444
14203,11/5/2023,211
14204,11/5/2023,16
14205,11/5/2023,59
14206,11/5/2023,158
14207,11/5/2023,89
14208,11/5/2023,361
14209,11/5/2023,134
14210,11/5/2023,304
14211,11/5/2023,239
14212,11/5/2023,455
14213,11/5/2023,300
14214,11/5/2023,248
14215,11/5/2023,241
14216,11/5/2023,140
14217,11/5/2023,190
14218,11/5/2023,77
14227,11/5/2023,272
14228,11/5/2023,199
14235,11/5/2023,326
14236,11/5/2023,107
14257,11/5/2023,262
14258,11/5/2023,101
14259,11/5/2023,52
14260,11/5/2023,34
14265,11/5/2023,168
14266,11/5/2023,55
14307,11/5/2023,235
14308,11/5/2023,347
14309,11/5/2023,25
14310,11/5/2023,337
14311,11/5/2023,292
14312,11/5/2023,239
14313,11/5/2023,291
14314,11/5/2023,169
14315,11/5/2023,176
14316,11/5/2023,153
14317,11/5/2023,10
14318,11/5/2023,242
14321,11/5/2023,360
14322,11/5/2023,132
14323,11/5/2023,302
14324,11/5/2023,152
14369,11/5/2023,155
14370,11/5/2023,221
14511,11/5/2023,148
14512,11/5/2023,343
14519,11/5/2023,200
14520,11/5/2023,236
14523,11/5/2023,33
14524,11/5/2023,320
14525,11/5/2023,240
14526,11/5/2023,412
14545,11/5/2023,139
14546,11/5/2023,352
14553,11/5/2023,185
14554,11/5/2023,235
14555,11/5/2023,321
14556,11/5/2023,152
14603,11/5/2023,81
14604,11/5/2023,150
14607,11/5/2023,63
14608,11/5/2023,228
14609,11/5/2023,112
14610,11/5/2023,420
14629,11/5/2023,357
14630,11/5/2023,116
14631,11/5/2023,76
14632,11/5/2023,46
14633,11/5/2023,75
14634,11/5/2023,177
14645,11/5/2023,323
14646,11/5/2023,66
14649,11/5/2023,365
14650,11/5/2023,267
14659,11/5/2023,256
14660,11/5/2023,9
14661,11/5/2023,203
14662,11/5/2023,261
14673,11/5/2023,15
14674,11/5/2023,296
14681,11/5/2023,202
14682,11/5/2023,332
14701,11/5/2023,34
14702,11/5/2023,25
14703,11/5/2023,219
14704,11/5/2023,283
14705,11/5/2023,162
14706,11/5/2023,96
14707,11/5/2023,407
14708,11/5/2023,179
14711,11/5/2023,355
14712,11/5/2023,59
14723,11/5/2023,399
14724,11/5/2023,119
14731,11/5/2023,79
14732,11/5/2023,31
14795,11/5/2023,290
14796,11/5/2023,107
14801,11/5/2023,320
14802,11/5/2023,160
14809,11/5/2023,44
14810,11/5/2023,159
14853,11/5/2023,225
14854,11/5/2023,236
14863,11/5/2023,269
14864,11/5/2023,222
14865,11/5/2023,61
14866,11/5/2023,288
14887,11/5/2023,397
14888,11/5/2023,192
14889,11/5/2023,12
14890,11/5/2023,175
15001,11/5/2023,101
15002,11/5/2023,424
15003,11/5/2023,267
15004,11/5/2023,301
15005,11/5/2023,343
15006,11/5/2023,249
15007,11/5/2023,152
15008,11/5/2023,174
15009,11/5/2023,167
15010,11/5/2023,11
15011,11/5/2023,129
15012,11/5/2023,304
15013,11/5/2023,90
15014,11/5/2023,137
15015,11/5/2023,193
15016,11/5/2023,298
15017,11/5/2023,217
15018,11/5/2023,449
15019,11/5/2023,168
15020,11/5/2023,165
15021,11/5/2023,317
15022,11/5/2023,97
15023,11/5/2023,241
15024,11/5/2023,57
15027,11/5/2023,188
15028,11/5/2023,362
15035,11/5/2023,284
15036,11/5/2023,199
15037,11/5/2023,42
15038,11/5/2023,194
15039,11/5/2023,234
15040,11/5/2023,174
15041,11/5/2023,358
15042,11/5/2023,47
15045,11/5/2023,243
15046,11/5/2023,266
15047,11/5/2023,192
15048,11/5/2023,235
15049,11/5/2023,408
15050,11/5/2023,170
15051,11/5/2023,310
15052,11/5/2023,245
15097,11/5/2023,150
15098,11/5/2023,214
15101,11/5/2023,305
15102,11/5/2023,124
15103,11/5/2023,426
15104,11/5/2023,401
15105,11/5/2023,146
15106,11/5/2023,231
15107,11/5/2023,273
15108,11/5/2023,153
15109,11/5/2023,403
15110,11/5/2023,235
15159,11/5/2023,173
15160,11/5/2023,233
15201,11/5/2023,22
15202,11/5/2023,168
15203,11/5/2023,180
15204,11/5/2023,163
15209,11/5/2023,77
15210,11/5/2023,138
15211,11/5/2023,147
15212,11/5/2023,161
15215,11/5/2023,231
15216,11/5/2023,82
15227,11/5/2023,192
15228,11/5/2023,101
15233,11/5/2023,7
15234,11/5/2023,47
15235,11/5/2023,272
15236,11/5/2023,402
15267,11/5/2023,245
15268,11/5/2023,250
15269,11/5/2023,247
15270,11/5/2023,229
15271,11/5/2023,87
15272,11/5/2023,82
15273,11/5/2023,304
15274,11/5/2023,324
15275,11/5/2023,243
15276,11/5/2023,332
15279,11/5/2023,79
15280,11/5/2023,184
15281,11/5/2023,18
15282,11/5/2023,264
15283,11/5/2023,138
15284,11/5/2023,385
15307,11/5/2023,152
15308,11/5/2023,445
15309,11/5/2023,149
15310,11/5/2023,64
15311,11/5/2023,112
15312,11/5/2023,62
15313,11/5/2023,203
15314,11/5/2023,117
15315,11/5/2023,165
15316,11/5/2023,172
15319,11/5/2023,15
15320,11/5/2023,125
15321,11/5/2023,194
15322,11/5/2023,7
15603,11/5/2023,228
15604,11/5/2023,230
15605,11/5/2023,220
15606,11/5/2023,171
15609,11/5/2023,106
15610,11/5/2023,219
15611,11/5/2023,45
15612,11/5/2023,247
15619,11/5/2023,378
15620,11/5/2023,314
15629,11/5/2023,239
15630,11/5/2023,290
15631,11/5/2023,150
15632,11/5/2023,329
15635,11/5/2023,69
15636,11/5/2023,498
15639,11/5/2023,394
15640,11/5/2023,190
15643,11/5/2023,7
15644,11/5/2023,77
15645,11/5/2023,87
15646,11/5/2023,260
15647,11/5/2023,23
15648,11/5/2023,345
15651,11/5/2023,164
15652,11/5/2023,306
15653,11/5/2023,270
15654,11/5/2023,270
15657,11/5/2023,168
15658,11/5/2023,370
15661,11/5/2023,234
15662,11/5/2023,86
15665,11/5/2023,303
15666,11/5/2023,60
15667,11/5/2023,202
15668,11/5/2023,234
15669,11/5/2023,165
15670,11/5/2023,134
15691,11/5/2023,319
15692,11/5/2023,315
15693,11/5/2023,323
15694,11/5/2023,4
15695,11/5/2023,127
15696,11/5/2023,7
15707,11/5/2023,129
15708,11/5/2023,427
15713,11/5/2023,177
15714,11/5/2023,282
15715,11/5/2023,67
15716,11/5/2023,85
15717,11/5/2023,106
15718,11/5/2023,302
15719,11/5/2023,436
15720,11/5/2023,144
15721,11/5/2023,89
15722,11/5/2023,280
15723,11/5/2023,363
15724,11/5/2023,313
15743,11/5/2023,295
15763,11/5/2023,333
15764,11/5/2023,15
15765,11/5/2023,266
15766,11/5/2023,326
15767,11/5/2023,140
15768,11/5/2023,246
15769,11/5/2023,466
15770,11/5/2023,328
15771,11/5/2023,5
15772,11/5/2023,347
15901,11/5/2023,316
15902,11/5/2023,163
15903,11/5/2023,60
15904,11/5/2023,22
15905,11/5/2023,76
15906,11/5/2023,234
15927,11/5/2023,112
15928,11/5/2023,89
15929,11/5/2023,159
15930,11/5/2023,280
15933,11/5/2023,171
15934,11/5/2023,173
15941,11/5/2023,398
15942,11/5/2023,14
15959,11/5/2023,95
15960,11/5/2023,103
16031,11/5/2023,277
16032,11/5/2023,116
16041,11/5/2023,336
16042,11/5/2023,360
16053,11/5/2023,168
16054,11/5/2023,291
16057,11/5/2023,76
16058,11/5/2023,73
16085,11/5/2023,223
16086,11/5/2023,365
16089,11/5/2023,4
16090,11/5/2023,386
16093,11/5/2023,123
16094,11/5/2023,224
16107,11/5/2023,29
16108,11/5/2023,180
16115,11/5/2023,330
16116,11/5/2023,192
16125,11/5/2023,297
16126,11/5/2023,280
16127,11/5/2023,88
16128,11/5/2023,392
16175,11/5/2023,249
16176,11/5/2023,281
16177,11/5/2023,316
16178,11/5/2023,220
16179,11/5/2023,390
16180,11/5/2023,96
16201,11/5/2023,158
16202,11/5/2023,201
16203,11/5/2023,196
16204,11/5/2023,272
16205,11/5/2023,312
16206,11/5/2023,295
16209,11/5/2023,347
16210,11/5/2023,430
16215,11/5/2023,242
16216,11/5/2023,93
16221,11/5/2023,120
16222,11/5/2023,226
16227,11/5/2023,460
16228,11/5/2023,200
16231,11/5/2023,201
16232,11/5/2023,7
16233,11/5/2023,137
16234,11/5/2023,399
16301,11/5/2023,11
16302,11/5/2023,321
16303,11/5/2023,302
16304,11/5/2023,107
16305,11/5/2023,324
16306,11/5/2023,281
16307,11/5/2023,196
16308,11/5/2023,250
16309,11/5/2023,286
16310,11/5/2023,171
16311,11/5/2023,366
16312,11/5/2023,25
16313,11/5/2023,48
16314,11/5/2023,269
16315,11/5/2023,211
16316,11/5/2023,121
16317,11/5/2023,234
16318,11/5/2023,201
16321,11/5/2023,433
16322,11/5/2023,197
16323,11/5/2023,305
16324,11/5/2023,228
16325,11/5/2023,422
16326,11/5/2023,192
16327,11/5/2023,205
16328,11/5/2023,275
16331,11/5/2023,261
16332,11/5/2023,128
16333,11/5/2023,47
16334,11/5/2023,248
16335,11/5/2023,297
16336,11/5/2023,4
16337,11/5/2023,127
16338,11/5/2023,340
16339,11/5/2023,325
16340,11/5/2023,193
16341,11/5/2023,33
16342,11/5/2023,255
16343,11/5/2023,450
16344,11/5/2023,173
16345,11/5/2023,278
16346,11/5/2023,125
16347,11/5/2023,160
16348,11/5/2023,7
16349,11/5/2023,475
16350,11/5/2023,24
16351,11/5/2023,257
16352,11/5/2023,92
16359,11/5/2023,170
16360,11/5/2023,309
16381,11/5/2023,139
16382,11/5/2023,34
16501,11/5/2023,203
16502,11/5/2023,3
16505,11/5/2023,122
16506,11/5/2023,131
16507,11/5/2023,235
16508,11/5/2023,158
16515,11/5/2023,236
16516,11/5/2023,235
16517,11/5/2023,300
16518,11/5/2023,279
16519,11/5/2023,246
16520,11/5/2023,34
16521,11/5/2023,96
16522,11/5/2023,334
16525,11/5/2023,321
16526,11/5/2023,74
16527,11/5/2023,236
16528,11/5/2023,184
16529,11/5/2023,320
16530,11/5/2023,182
16531,11/5/2023,82
16532,11/5/2023,18
16533,11/5/2023,362
16534,11/5/2023,309
16535,11/5/2023,289
16536,11/5/2023,222
16537,11/5/2023,275
16538,11/5/2023,180
16557,11/5/2023,148
16558,11/5/2023,101
16559,11/5/2023,70
16560,11/5/2023,366
16589,11/5/2023,87
16590,11/5/2023,434
16591,11/5/2023,70
16592,11/5/2023,143
16593,11/5/2023,3
16594,11/5/2023,248
16603,11/5/2023,295
16604,11/5/2023,5
16605,11/5/2023,106
16606,11/5/2023,84
16609,11/5/2023,3
16610,11/5/2023,76
16611,11/5/2023,50
16612,11/5/2023,223
16613,11/5/2023,431
16614,11/5/2023,379
16627,11/5/2023,225
16628,11/5/2023,269
16629,11/5/2023,117
16630,11/5/2023,264
16649,11/5/2023,150
16650,11/5/2023,172
16669,11/5/2023,219
16670,11/5/2023,201
16687,11/5/2023,221
16688,11/5/2023,95
16701,11/5/2023,174
16702,11/5/2023,307
16713,11/5/2023,439
16714,11/5/2023,91
16723,11/5/2023,95
16724,11/5/2023,420
16731,11/5/2023,95
16732,11/5/2023,47
16733,11/5/2023,159
16734,11/5/2023,328
16735,11/5/2023,228
16736,11/5/2023,41
16779,11/5/2023,110
16780,11/5/2023,121
16787,11/5/2023,142
16788,11/5/2023,334
16853,11/5/2023,302
16854,11/5/2023,357
16861,11/5/2023,317
16862,11/5/2023,77
16865,11/5/2023,102
16866,11/5/2023,205
17001,11/5/2023,162
17002,11/5/2023,401
17003,11/5/2023,128
17004,11/5/2023,11
17005,11/5/2023,185
17006,11/5/2023,331
17013,11/5/2023,270
17014,11/5/2023,334
17015,11/5/2023,162
17016,11/5/2023,395
17017,11/5/2023,126
17018,11/5/2023,436
17031,11/5/2023,24
17032,11/5/2023,354
17035,11/5/2023,77
17036,11/5/2023,83
17037,11/5/2023,328
17038,11/5/2023,119
17049,11/5/2023,295
17050,11/5/2023,95
17057,11/5/2023,20
17058,11/5/2023,66
17063,11/5/2023,88
17064,11/5/2023,105
17201,11/5/2023,320
17202,11/5/2023,43
17203,11/5/2023,41
17204,11/5/2023,331
17205,11/5/2023,153
17206,11/5/2023,182
17207,11/5/2023,145
17208,11/5/2023,282
17209,11/5/2023,332
17210,11/5/2023,65
17211,11/5/2023,224
17212,11/5/2023,328
17213,11/5/2023,346
17214,11/5/2023,232
17225,11/5/2023,229
17226,11/5/2023,250
17229,11/5/2023,191
17230,11/5/2023,135
17233,11/5/2023,190
17234,11/5/2023,164
17239,11/5/2023,149
17240,11/5/2023,69
17241,11/5/2023,6
17242,11/5/2023,333
17255,11/5/2023,167
17256,11/5/2023,178
17301,11/5/2023,283
17302,11/5/2023,436
17303,11/5/2023,118
17304,11/5/2023,5
17305,11/5/2023,153
17307,11/5/2023,289
17308,11/5/2023,141
17309,11/5/2023,146
17310,11/5/2023,144
17311,11/5/2023,288
17312,11/5/2023,72
17313,11/5/2023,351
17314,11/5/2023,290
17315,11/5/2023,481
17316,11/5/2023,383
17401,11/5/2023,238
17402,11/5/2023,1
17403,11/5/2023,68
17404,11/5/2023,22
17405,11/5/2023,309
17406,11/5/2023,353
17415,11/5/2023,365
17416,11/5/2023,308
17429,11/5/2023,413
17430,11/5/2023,212
17479,11/5/2023,183
17480,11/5/2023,137
17481,11/5/2023,231
17482,11/5/2023,172
17487,11/5/2023,57
17488,11/5/2023,189
17603,11/5/2023,233
17604,11/5/2023,172
17607,11/5/2023,301
17608,11/5/2023,170
17609,11/5/2023,35
17610,11/5/2023,226
17613,11/5/2023,182
17614,11/5/2023,276
17617,11/5/2023,310
17618,11/5/2023,259
17639,11/5/2023,326
17640,11/5/2023,87
17643,11/5/2023,137
17644,11/5/2023,217
17651,11/5/2023,91
17652,11/5/2023,31
17687,11/5/2023,87
17688,11/5/2023,261
18001,11/5/2023,161
18002,11/5/2023,85
18003,11/5/2023,136
18004,11/5/2023,210
18005,11/5/2023,16
18006,11/5/2023,67
18007,11/5/2023,14
18008,11/5/2023,54
18029,11/5/2023,424
18030,11/5/2023,259
18047,11/5/2023,61
18048,11/5/2023,244
18101,11/5/2023,267
18102,11/5/2023,136
18103,11/5/2023,261
18104,11/5/2023,55
18105,11/5/2023,334
18106,11/5/2023,234
18107,11/5/2023,99
18108,11/5/2023,20
18181,11/5/2023,401
18182,11/5/2023,288
18183,11/5/2023,58
18184,11/5/2023,69
18189,11/5/2023,326
18190,11/5/2023,16
18191,11/5/2023,283
18192,11/5/2023,103
18201,11/5/2023,338
18202,11/5/2023,160
18203,11/5/2023,72
18204,11/5/2023,93
18205,11/5/2023,168
18206,11/5/2023,378
18207,11/5/2023,94
18208,11/5/2023,235
18209,11/5/2023,176
18210,11/5/2023,168
18233,11/5/2023,18
18234,11/5/2023,354
18235,11/5/2023,44
18236,11/5/2023,304
18237,11/5/2023,220
18238,11/5/2023,189
18239,11/5/2023,218
18240,11/5/2023,88
18241,11/5/2023,66
18242,11/5/2023,222
18301,11/5/2023,396
18302,11/5/2023,432
18303,11/5/2023,121
18304,11/5/2023,342
18309,11/5/2023,270
18310,11/5/2023,182
18311,11/5/2023,137
18312,11/5/2023,126
18401,11/5/2023,105
18402,11/5/2023,42
18405,11/5/2023,392
18406,11/5/2023,93
18409,11/5/2023,59
18410,11/5/2023,440
18411,11/5/2023,121
18412,11/5/2023,120
18413,11/5/2023,190
18414,11/5/2023,82
18415,11/5/2023,181
18416,11/5/2023,228
18417,11/5/2023,318
18418,11/5/2023,200
18419,11/5/2023,407
18420,11/5/2023,165
18425,11/5/2023,75
18426,11/5/2023,187
18447,11/5/2023,75
18448,11/5/2023,350
18449,11/5/2023,252
18450,11/5/2023,386
18451,11/5/2023,302
18452,11/5/2023,145
18463,11/5/2023,338
18464,11/5/2023,107
18473,11/5/2023,193
18474,11/5/2023,34
18477,11/5/2023,387
18478,11/5/2023,342
18495,11/5/2023,142
18496,11/5/2023,267
18507,11/5/2023,302
18508,11/5/2023,120
18509,11/5/2023,224
18510,11/5/2023,256
18517,11/5/2023,55
18518,11/5/2023,174
18601,11/5/2023,227
18602,11/5/2023,298
18603,11/5/2023,44
18604,11/5/2023,310
18605,11/5/2023,101
18606,11/5/2023,259
18609,11/5/2023,312
18610,11/5/2023,94
18611,11/5/2023,94
18612,11/5/2023,212
18613,11/5/2023,19
18614,11/5/2023,37
18615,11/5/2023,339
18616,11/5/2023,244
18617,11/5/2023,97
18618,11/5/2023,221
18621,11/5/2023,418
18622,11/5/2023,335
18623,11/5/2023,98
18624,11/5/2023,125
18625,11/5/2023,474
18626,11/5/2023,60
18627,11/5/2023,328
18628,11/5/2023,136
18631,11/5/2023,200
18632,11/5/2023,276
18645,11/5/2023,176
18646,11/5/2023,252
19005,11/5/2023,183
19006,11/5/2023,202
19011,11/5/2023,418
19012,11/5/2023,65
19017,11/5/2023,109
19018,11/5/2023,326
19019,11/5/2023,282
19020,11/5/2023,338
19023,11/5/2023,196
19024,11/5/2023,171
19025,11/5/2023,100
19026,11/5/2023,274
19037,11/5/2023,270
19038,11/5/2023,186
19039,11/5/2023,480
19040,11/5/2023,16
19047,11/5/2023,93
19048,11/5/2023,340
19049,11/5/2023,302
19050,11/5/2023,383
19051,11/5/2023,303
19052,11/5/2023,58
19053,11/5/2023,195
19054,11/5/2023,3
19059,11/5/2023,238
19060,11/5/2023,154
19065,11/5/2023,244
19066,11/5/2023,365
19105,11/5/2023,131
19106,11/5/2023,420
19107,11/5/2023,447
19108,11/5/2023,226
19109,11/5/2023,150
19110,11/5/2023,77
19113,11/5/2023,11
19114,11/5/2023,114
19115,11/5/2023,12
19116,11/5/2023,277
19119,11/5/2023,277
19120,11/5/2023,122
19129,11/5/2023,13
19130,11/5/2023,79
19131,11/5/2023,156
19132,11/5/2023,355
19143,11/5/2023,277
19144,11/5/2023,260
19151,11/5/2023,292
19152,11/5/2023,282
19165,11/5/2023,239
19166,11/5/2023,208
19167,11/5/2023,196
19168,11/5/2023,355
19215,11/5/2023,430
19216,11/5/2023,40
19221,11/5/2023,2
19222,11/5/2023,274
19223,11/5/2023,360
19224,11/5/2023,38
19225,11/5/2023,165
19226,11/5/2023,295
19259,11/5/2023,181
19260,11/5/2023,348
19263,11/5/2023,179
19264,11/5/2023,130
19269,11/5/2023,54
19270,11/5/2023,139
19303,11/5/2023,113
19305,11/5/2023,291
19306,11/5/2023,417
19309,11/5/2023,151
19310,11/5/2023,213
19311,11/5/2023,138
19312,11/5/2023,470
19313,11/5/2023,383
19314,11/5/2023,123
19321,11/5/2023,349
19322,11/5/2023,234
19323,11/5/2023,184
19324,11/5/2023,85
19325,11/5/2023,75
19326,11/5/2023,462
19327,11/5/2023,423
19328,11/5/2023,456
19565,11/5/2023,286
19566,11/5/2023,112
19567,11/5/2023,37
19568,11/5/2023,264
19569,11/5/2023,193
19570,11/5/2023,92
19571,11/5/2023,395
19572,11/5/2023,45
19601,11/5/2023,65
19602,11/5/2023,205
19603,11/5/2023,354
19604,11/5/2023,197
19653,11/5/2023,59
19654,11/5/2023,229
19657,11/5/2023,238
19658,11/5/2023,226
19707,11/5/2023,14
19708,11/5/2023,107
19709,11/5/2023,259
19710,11/5/2023,319
19711,11/5/2023,42
19712,11/5/2023,213
19735,11/5/2023,85
19736,11/5/2023,107
19771,11/5/2023,127
19772,11/5/2023,138
19781,11/5/2023,169
19782,11/5/2023,141
19801,11/5/2023,223
19802,11/5/2023,352
19911,11/5/2023,41
19915,11/5/2023,226
19916,11/5/2023,166
19943,11/5/2023,292
19944,11/5/2023,453
21028,11/5/2023,75
21068,11/5/2023,171
21107,11/5/2023,47
21108,11/5/2023,17
21125,11/5/2023,54
21126,11/5/2023,271
22111,11/5/2023,200
22112,11/5/2023,23
22131,11/5/2023,235
22132,11/5/2023,151
22161,11/5/2023,299
22162,11/5/2023,231
22308,11/5/2023,313
22403,11/5/2023,122
22404,11/5/2023,238
22405,11/5/2023,66
22406,11/5/2023,171
22407,11/5/2023,335
22408,11/5/2023,288
22409,11/5/2023,258
22410,11/5/2023,216
22423,11/5/2023,70
22424,11/5/2023,205
22447,11/5/2023,264
22463,11/5/2023,114
22464,11/5/2023,230
22471,11/5/2023,37
22472,11/5/2023,157
22481,11/5/2023,417
22482,11/5/2023,184
22601,11/5/2023,62
22602,11/5/2023,67
22607,11/5/2023,339
22608,11/5/2023,127
22609,11/5/2023,464
22610,11/5/2023,336
22681,11/5/2023,154
22682,11/5/2023,211
22688,11/5/2023,148
22811,11/5/2023,318
22812,11/5/2023,315
22815,11/5/2023,320
22816,11/5/2023,100
22823,11/5/2023,233
22824,11/5/2023,289
22835,11/5/2023,209
22836,11/5/2023,351
22845,11/5/2023,234
22846,11/5/2023,70
22853,11/5/2023,343
22854,11/5/2023,14
22855,11/5/2023,200
22856,11/5/2023,343
22861,11/5/2023,46
22862,11/5/2023,48
22905,11/5/2023,388
22926,11/5/2023,15
22996,11/5/2023,43
23010,11/5/2023,4
23040,11/5/2023,188
23111,11/5/2023,348
23112,11/5/2023,53
23142,11/5/2023,287
23154,11/5/2023,159
23225,11/5/2023,300
23226,11/5/2023,200
23347,11/5/2023,237
23348,11/5/2023,157
24033,11/5/2023,26
24034,11/5/2023,128
24041,11/5/2023,251
24042,11/5/2023,275
24227,11/5/2023,101
24228,11/5/2023,202
24369,11/5/2023,119
24370,11/5/2023,218
24512,11/5/2023,78
24887,11/5/2023,65
24888,11/5/2023,290
25014,11/5/2023,132
25036,11/5/2023,309
25201,11/5/2023,368
25202,11/5/2023,404
25610,11/5/2023,36
25631,11/5/2023,273
25715,11/5/2023,372
25716,11/5/2023,219
28181,11/5/2023,295
28182,11/5/2023,108
28242,11/5/2023,72
28624,11/5/2023,202
29019,11/5/2023,129
29020,11/5/2023,88
29059,11/5/2023,76
29060,11/5/2023,418
30145,11/5/2023,47
31393,11/5/2023,28
31511,11/5/2023,216
31581,11/5/2023,23
31801,11/5/2023,118
31921,11/5/2023,311
31922,11/5/2023,141
31923,11/5/2023,340
31924,11/5/2023,106
31925,11/5/2023,322
31926,11/5/2023,123
31927,11/5/2023,337
31929,11/5/2023,166
31930,11/5/2023,206
32249,11/5/2023,420
32252,11/5/2023,39
33512,11/5/2023,239
33533,11/5/2023,241
33593,11/5/2023,151
34166,11/5/2023,43
34431,11/5/2023,14
34434,11/5/2023,247
34502,11/5/2023,150
34554,11/5/2023,127
34557,11/5/2023,340
34793,11/5/2023,268
34794,11/5/2023,282
34857,11/5/2023,271
34858,11/5/2023,224
37355,11/5/2023,317
37356,11/5/2023,253
37397,11/5/2023,302
37398,11/5/2023,352
37657,11/5/2023,293
37658,11/5/2023,259
37855,11/5/2023,88
37857,11/5/2023,267
38401,11/5/2023,415
38403,11/5/2023,109
38405,11/5/2023,226
38411,11/5/2023,255
38413,11/5/2023,135
38416,11/5/2023,213
38417,11/5/2023,403
38418,11/5/2023,123
38419,11/5/2023,140
38420,11/5/2023,310
38423,11/5/2023,67
38424,11/5/2023,83
38428,11/5/2023,140
38429,11/5/2023,26
38433,11/5/2023,48
38434,11/5/2023,261
38435,11/5/2023,80
38439,11/5/2023,145
38441,11/5/2023,8
38442,11/5/2023,261
38443,11/5/2023,147
38444,11/5/2023,452
38445,11/5/2023,349
38448,11/5/2023,136
38449,11/5/2023,362
38450,11/5/2023,446
38453,11/5/2023,378
38455,11/5/2023,374
38457,11/5/2023,349
38458,11/5/2023,206
38460,11/5/2023,268
38462,11/5/2023,62
38463,11/5/2023,377
38464,11/5/2023,452
38467,11/5/2023,13
38468,11/5/2023,214
38469,11/5/2023,209
38470,11/5/2023,365
38633,11/5/2023,1
38821,11/5/2023,422
38846,11/5/2023,52
40001,11/5/2023,82
40003,11/5/2023,408
40005,11/5/2023,131
40007,11/5/2023,162
40009,11/5/2023,218
40011,11/5/2023,3
40013,11/5/2023,330
40015,11/5/2023,98
40017,11/5/2023,69
40019,11/5/2023,85
40021,11/5/2023,213
40023,11/5/2023,17
40025,11/5/2023,247
40027,11/5/2023,258
40029,11/5/2023,90
40031,11/5/2023,112
40033,11/5/2023,222
40035,11/5/2023,248
40037,11/5/2023,348
40039,11/5/2023,334
40041,11/5/2023,389
40043,11/5/2023,326
40045,11/5/2023,59
40047,11/5/2023,434
40049,11/5/2023,74
40051,11/5/2023,122
40053,11/5/2023,187
40055,11/5/2023,169
40057,11/5/2023,46
40059,11/5/2023,57
40107,11/5/2023,280
40501,11/5/2023,313
40503,11/5/2023,6
40505,11/5/2023,299
40507,11/5/2023,336
40509,11/5/2023,78
40511,11/5/2023,158
40513,11/5/2023,287
40514,11/5/2023,438
40515,11/5/2023,144
40516,11/5/2023,95
40517,11/5/2023,402
40518,11/5/2023,274
40519,11/5/2023,5
40520,11/5/2023,241
40521,11/5/2023,254
40522,11/5/2023,228
40523,11/5/2023,416
40524,11/5/2023,353
40526,11/5/2023,326
40555,11/5/2023,41
40601,11/5/2023,18
40701,11/5/2023,168
40704,11/5/2023,280
40705,11/5/2023,106
40706,11/5/2023,48
40707,11/5/2023,140
40711,11/5/2023,184
41001,11/5/2023,329
41003,11/5/2023,130
41005,11/5/2023,370
41007,11/5/2023,144
41009,11/5/2023,303
41011,11/5/2023,300
41013,11/5/2023,209
41015,11/5/2023,52
41017,11/5/2023,137
41019,11/5/2023,30
41021,11/5/2023,309
41023,11/5/2023,106
41025,11/5/2023,343
41027,11/5/2023,196
41029,11/5/2023,246
41031,11/5/2023,123
41033,11/5/2023,417
41035,11/5/2023,189
41037,11/5/2023,232
41039,11/5/2023,247
41041,11/5/2023,245
41043,11/5/2023,252
41045,11/5/2023,303
41047,11/5/2023,163
41049,11/5/2023,107
41051,11/5/2023,263
41053,11/5/2023,226
41055,11/5/2023,259
41057,11/5/2023,125
41059,11/5/2023,111
41063,11/5/2023,361
